CNT,CNTRYID,CNTSCHID,CNTSTUID,ESCS,ST004D01T,ST001D01T,REPEAT,DISCLIM,TEACHSUP,COGACRCO,COGACMCO,W_FSTUWT,PV1MATH,PV2MATH,PV3MATH,PV4MATH,PV5MATH,PV6MATH,PV7MATH,PV8MATH,PV9MATH,PV10MATH
COL,170.0,17000015.0,17005521.0,-1.6366,2.0,11.0,0.0,-0.3695,0.8211,0.7949,0.3647,72.07189,327.128,342.854,281.932,323.509,334.782,275.938,337.626,318.906,301.79,363.641
COL,170.0,17000215.0,17005522.0,-0.4556,1.0,10.0,0.0,1.8491,0.8211,0.5254,0.5627,72.46612,486.305,521.768,497.447,525.393,514.454,549.845,521.514,552.589,527.107,519.391
COL,170.0,17000021.0,17005523.0,0.1183,2.0,8.0,1.0,,,,,78.24474,307.36,264.21,305.715,329.736,350.481,362.304,352.178,360.818,317.378,295.667
COL,170.0,17000110.0,17005524.0,-4.4451,1.0,9.0,1.0,0.6868,-1.0693,-2.4181,-2.0766,149.477,303.416,267.19,266.728,288.382,352.017,277.212,348.663,332.084,299.601,268.865
COL,170.0,17000209.0,17005525.0,-2.2742,1.0,11.0,0.0,1.1526,1.5558,-0.7911,-0.4998,43.83019,406.152,402.248,436.491,452.179,433.206,405.894,424.623,420.086,415.917,434.309
COL,170.0,17000228.0,17005527.0,-0.3661,2.0,9.0,1.0,0.488,-2.9095,2.4162,2.4117,80.4876,243.137,250.509,201.49,247.353,213.589,232.688,210.192,254.456,159.325,264.321
COL,170.0,17000077.0,17005528.0,,1.0,9.0,,,,,,113.6187,324.718,327.941,310.642,305.891,395.852,338.711,389.223,322.262,308.27,336.725
COL,170.0,17000180.0,17005529.0,-0.8476,2.0,9.0,1.0,-1.5173,-0.8059,-0.1236,0.2331,74.07708,424.76,395.24,389.134,368.678,370.097,378.417,398.685,379.702,364.346,402.696
COL,170.0,17000124.0,17005530.0,-0.7403,1.0,10.0,0.0,-2.4705,0.4357,0.3511,0.9204,82.65513,343.803,335.67,334.964,310.935,384.618,355.762,363.152,392.31,395.136,417.165
COL,170.0,17000056.0,17005531.0,,2.0,7.0,,,,,,89.75444,365.524,348.73,393.015,356.102,405.753,402.625,346.689,347.156,354.39,340.941
COL,170.0,17000012.0,17005532.0,-1.3064,2.0,10.0,1.0,-0.8435,0.8211,-0.8002,-0.5697,62.96702,359.494,406.187,414.822,406.866,357.961,386.122,377.616,342.074,372.535,420.628
COL,170.0,17000178.0,17005533.0,-0.7191,2.0,10.0,0.0,-0.0784,0.8211,-0.0911,0.121,45.69174,395.463,360.8,315.707,392.446,363.015,365.966,377.442,402.44,369.798,403.028
COL,170.0,17000076.0,17005534.0,-0.3213,2.0,10.0,1.0,0.4768,1.5558,-2.7477,-1.7252,156.731,521.726,497.305,542.6,528.107,528.663,515.198,509.315,546.262,488.291,504.73
COL,170.0,17000035.0,17005536.0,-1.1914,2.0,10.0,0.0,-0.4809,-1.0693,-0.1502,0.2505,26.68614,429.082,392.17,365.448,418.988,445.502,414.135,417.238,427.471,396.168,412.854
COL,170.0,17000192.0,17005537.0,1.0598,1.0,10.0,0.0,-0.4914,-1.0693,0.1511,0.9753,77.01268,490.466,463.611,475.924,462.376,465.033,425.873,496.96,501.393,494.779,440.581
COL,170.0,17000216.0,17005538.0,-0.1374,1.0,10.0,0.0,0.3494,1.5558,0.3684,0.9709,49.83739,538.618,494.773,535.583,516.081,523.694,544.246,509.409,484.363,493.426,510.718
COL,170.0,17000049.0,17005539.0,-0.8881,1.0,11.0,0.0,-2.3859,-0.1002,1.5998,2.4378,91.39598,454.258,449.106,411.807,421.636,424.176,400.071,398.004,395.781,397.531,449.32
COL,170.0,17000025.0,17005540.0,-0.9156,2.0,8.0,1.0,-0.6468,0.4357,-1.1561,0.2828,97.10527,284.296,283.401,306.414,277.951,284.112,310.387,281.5,320.605,307.846,262.495
COL,170.0,17000078.0,17005541.0,,1.0,11.0,,,,,,84.89597,431.028,389.699,410.842,389.061,401.774,399.487,395.423,387.932,448.231,418.183
COL,170.0,17000178.0,17005542.0,-1.3128,2.0,10.0,0.0,-0.1499,0.8211,-0.8105,0.9323,45.69174,410.374,413.085,471.729,483.824,423.917,392.183,435.912,460.669,476.829,414.432
COL,170.0,17000123.0,17005544.0,0.7538,2.0,9.0,1.0,0.1765,-0.1002,-0.3098,0.5903,45.78371,392.312,428.858,415.721,447.714,424.531,451.367,427.402,423.504,440.548,395.411
COL,170.0,17000252.0,17005546.0,0.4469,2.0,10.0,0.0,0.9993,0.8211,0.4106,0.0106,24.95484,472.328,480.482,483.333,468.814,473.02,473.477,463.933,449.461,447.567,517.183
COL,170.0,17000252.0,17005547.0,0.3968,2.0,10.0,0.0,0.6533,1.5558,0.8672,1.2217,24.95484,418.537,411.669,415.148,406.885,452.312,417.333,380.487,427.36,432.904,451.773
COL,170.0,17000038.0,17005548.0,-2.6496,2.0,10.0,0.0,-0.322,-0.1002,-0.4907,0.197,125.3172,438.949,427.262,392.004,363.027,431.028,427.372,407.553,362.038,404.772,413.675
COL,170.0,17000218.0,17005549.0,-0.6873,2.0,9.0,1.0,-2.4931,1.5558,-2.379,-2.0766,156.731,335.858,309.199,261.982,261.778,297.797,244.247,217.613,198.804,267.266,240.047
COL,170.0,17000260.0,17005550.0,-1.7331,1.0,10.0,0.0,0.3894,1.5558,0.1274,1.868,108.5246,478.927,440.616,534.566,495.753,514.851,475.093,475.612,500.044,495.505,506.68
COL,170.0,17000083.0,17005551.0,-2.2119,2.0,8.0,0.0,0.1166,1.5558,0.1958,0.893,23.88886,311.584,358.695,356.917,334.219,325.791,385.913,366.872,394.095,328.196,338.211
COL,170.0,17000153.0,17005552.0,0.1009,2.0,9.0,1.0,0.163,1.5558,1.5914,2.3808,92.45147,363.008,363.98,296.749,365.938,339.543,397.643,382.957,303.221,355.18,348.066
COL,170.0,17000154.0,17005553.0,-1.2522,1.0,10.0,0.0,-0.5247,1.5558,0.2807,0.0074,90.2103,336.499,333.971,386.49,334.768,324.226,326.646,339.091,317.67,375.35,340.042
COL,170.0,17000060.0,17005554.0,-1.7832,2.0,10.0,0.0,,,,,46.76052,354.316,379.003,362.759,338.423,386.454,347.349,365.933,368.185,338.169,399.815
COL,170.0,17000227.0,17005555.0,0.0433,1.0,11.0,0.0,1.1855,-0.3322,-0.4961,1.9139,118.4389,530.236,463.487,434.667,367.33,487.53,464.233,450.688,536.706,454.877,497.294
COL,170.0,17000200.0,17005556.0,-1.7569,2.0,9.0,1.0,1.0855,1.5558,-0.0785,0.4298,149.477,382.669,368.799,373.465,371.088,367.89,353.636,380.877,353.672,409.673,367.122
COL,170.0,17000109.0,17005557.0,-1.4607,2.0,10.0,0.0,-0.33,-0.1002,0.4726,1.6544,49.64584,486.001,480.022,463.028,483.157,472.371,458.238,493.286,484.794,474.05,490.523
COL,170.0,17000075.0,17005559.0,,1.0,8.0,,,,,,89.12362,306.642,331.056,328.287,307.052,281.092,339.299,367.605,350.197,308.447,298.357
COL,170.0,17000167.0,17005560.0,-0.241,1.0,10.0,0.0,0.1997,0.4357,1.2127,1.2391,91.64339,371.082,368.835,391.006,356.535,413.959,389.268,426.574,389.053,365.348,424.862
COL,170.0,17000039.0,17005561.0,-0.8782,2.0,8.0,1.0,,,,,84.76141,268.099,289.942,282.229,281.733,345.622,328.526,219.013,295.943,319.276,303.313
COL,170.0,17000067.0,17005563.0,-2.077,2.0,10.0,0.0,0.4628,1.5558,0.5651,2.227,83.60734,323.865,355.968,382.74,322.773,328.776,316.123,361.595,383.251,310.502,333.161
COL,170.0,17000167.0,17005564.0,0.1665,1.0,11.0,0.0,0.4477,0.4357,0.8742,0.3444,91.64339,347.648,359.127,386.208,413.526,375.192,418.904,407.212,410.123,418.976,391.568
COL,170.0,17000144.0,17005566.0,0.905,1.0,10.0,0.0,0.7793,0.1475,-1.1979,0.993,24.54236,456.547,511.828,448.329,483.158,492.278,470.473,494.663,462.139,499.529,456.681
COL,170.0,17000202.0,17005568.0,0.9802,1.0,10.0,0.0,1.0136,0.4357,0.2196,1.5953,113.8405,453.154,458.857,407.694,423.526,440.404,470.994,449.962,424.91,415.782,446.0
COL,170.0,17000172.0,17005569.0,,2.0,8.0,0.0,,,,,89.43963,223.128,232.86,215.646,264.68,200.041,218.258,208.905,238.971,285.499,230.806
COL,170.0,17000036.0,17005571.0,1.0072,2.0,10.0,0.0,-1.319,0.4357,-0.1649,0.1676,44.99433,462.005,467.698,404.743,457.057,399.414,441.451,424.613,379.279,412.255,432.052
COL,170.0,17000236.0,17005572.0,-0.94,1.0,11.0,0.0,-0.0903,1.5558,-0.0603,0.8949,104.4162,389.898,427.145,376.938,424.442,379.574,414.976,374.32,364.3,422.484,420.085
COL,170.0,17000194.0,17005573.0,-0.8469,2.0,10.0,1.0,0.1003,-0.3322,-0.1085,0.2302,161.9988,401.305,389.958,354.408,385.551,394.376,380.462,368.533,353.906,374.87,365.428
COL,170.0,17000017.0,17005574.0,0.6858,2.0,10.0,0.0,1.1609,1.5558,1.8884,2.495,44.02739,435.671,433.869,459.995,427.835,410.841,405.825,460.347,388.128,439.813,429.097
COL,170.0,17000040.0,17005575.0,-1.4368,1.0,8.0,1.0,-2.3769,-2.1346,-0.1087,-0.7135,95.96308,336.497,316.853,353.814,333.734,329.925,291.83,336.552,314.776,319.67,324.914
COL,170.0,17000103.0,17005576.0,0.7123,1.0,10.0,0.0,0.4375,-0.3322,1.5669,0.8664,45.32176,412.189,431.19,408.877,421.317,393.446,415.654,429.995,409.389,442.583,451.058
COL,170.0,17000024.0,17005579.0,0.4815,1.0,11.0,0.0,,,,,77.51593,360.505,380.464,370.513,368.699,390.369,371.455,392.514,445.226,337.802,416.832
COL,170.0,17000007.0,17005580.0,-2.7092,1.0,10.0,0.0,-0.9971,0.1475,1.9725,2.227,40.79146,397.719,357.23,341.246,368.049,351.564,371.309,334.152,379.673,384.413,355.262
COL,170.0,17000158.0,17005581.0,-1.0824,2.0,9.0,1.0,0.4628,1.5558,0.6964,0.6215,83.76818,372.287,416.65,356.038,361.719,371.952,377.418,403.255,417.135,378.652,414.929
COL,170.0,17000093.0,17005582.0,-1.1771,2.0,11.0,0.0,-1.1755,-1.7015,0.0266,0.4022,70.98736,367.386,331.193,287.289,327.823,328.915,315.386,357.417,321.887,383.706,356.143
COL,170.0,17000121.0,17005583.0,,2.0,10.0,,,,,,54.84756,399.308,463.593,454.604,437.368,439.767,445.995,400.169,436.491,405.507,403.842
COL,170.0,17000245.0,17005585.0,-0.3682,2.0,10.0,0.0,-0.1499,0.8211,-0.0249,0.8758,63.30435,403.736,378.984,388.112,370.652,448.145,410.781,389.038,430.55,377.019,427.63
COL,170.0,17000130.0,17005586.0,0.2825,2.0,11.0,0.0,-0.3272,0.8211,0.556,-0.5551,78.36551,443.905,442.11,476.238,441.121,440.284,392.989,451.971,406.769,426.924,416.192
COL,170.0,17000195.0,17005587.0,0.5024,1.0,11.0,0.0,-0.0611,-0.1002,0.2391,0.8298,73.29716,448.682,483.526,447.237,536.674,440.998,469.93,435.434,470.781,426.892,424.36
COL,170.0,17000060.0,17005588.0,-2.6951,2.0,10.0,0.0,-0.5195,0.4357,-0.533,,46.76052,382.192,352.476,404.1,409.04,422.702,341.961,407.823,390.337,361.81,345.754
COL,170.0,17000016.0,17005589.0,1.1548,2.0,9.0,0.0,0.4029,-0.1002,0.501,0.9502,41.68592,519.605,552.108,530.139,539.081,541.362,514.558,539.761,528.455,575.086,520.439
COL,170.0,17000250.0,17005591.0,-1.4138,1.0,10.0,0.0,0.3926,-0.8059,-0.6168,0.6544,79.6619,360.324,361.212,376.115,369.129,349.27,370.72,341.55,360.465,370.863,425.656
COL,170.0,17000057.0,17005592.0,-0.1185,2.0,10.0,0.0,-1.3899,0.1475,-0.9778,-0.8055,73.08299,407.731,428.614,441.35,407.146,397.219,441.451,404.936,422.399,382.066,435.064
COL,170.0,17000010.0,17005593.0,-1.2971,2.0,10.0,0.0,-1.0068,1.5558,-2.1897,0.1493,78.01253,392.469,408.067,409.904,439.855,398.168,372.605,375.657,395.497,406.553,381.906
COL,170.0,17000053.0,17005594.0,0.1024,2.0,10.0,0.0,-0.0611,-0.8059,-0.2842,-0.2857,42.55964,405.96,408.335,395.11,357.717,395.248,386.941,413.447,432.707,354.643,408.487
COL,170.0,17000254.0,17005595.0,-0.3842,2.0,10.0,1.0,-0.3029,-0.1002,0.2004,0.0483,43.07978,501.685,462.372,481.601,474.237,465.586,483.415,484.432,461.421,464.699,484.311
COL,170.0,17000238.0,17005597.0,-2.1127,1.0,10.0,1.0,-0.963,0.8211,-0.377,-0.4768,33.82946,342.713,336.043,365.685,343.046,326.508,364.533,346.043,335.532,342.073,346.165
COL,170.0,17000250.0,17005599.0,-1.8348,2.0,9.0,1.0,1.0945,1.5558,1.575,2.3375,84.94412,338.587,344.509,358.655,316.377,332.749,346.441,341.343,295.265,274.013,323.174
COL,170.0,17000089.0,17005600.0,0.5849,2.0,10.0,0.0,1.6706,0.1475,0.132,0.9063,44.99433,522.887,499.843,510.065,511.334,493.672,501.846,513.364,509.569,540.171,509.127
COL,170.0,17000011.0,17005601.0,0.4508,2.0,11.0,0.0,1.0136,1.5558,1.0675,1.0005,61.83826,469.684,460.201,475.8,389.815,474.014,491.368,483.708,424.471,449.627,494.241
COL,170.0,17000235.0,17005602.0,0.8196,2.0,9.0,0.0,0.793,1.5558,0.4559,-0.2875,44.99433,523.691,559.135,531.514,614.846,497.491,572.441,550.139,568.794,517.526,527.698
COL,170.0,17000210.0,17005603.0,0.1193,2.0,10.0,0.0,0.6461,0.1475,0.2876,-0.1194,69.37052,488.122,490.698,507.654,465.49,515.433,506.218,516.72,519.05,503.986,474.577
COL,170.0,17000081.0,17005604.0,-1.785,2.0,10.0,0.0,-0.4809,1.5558,-0.8057,-1.9954,100.5959,405.587,361.787,355.71,379.367,351.108,393.131,370.764,331.322,345.51,339.754
COL,170.0,17000213.0,17005605.0,0.7999,2.0,10.0,0.0,-0.1361,-1.0693,,,44.99433,375.613,376.065,360.079,382.672,378.724,399.2,330.784,384.872,427.733,379.948
COL,170.0,17000114.0,17005606.0,-0.9198,2.0,10.0,1.0,0.123,-0.8059,-0.2082,0.1859,84.2847,377.761,383.614,363.494,368.472,359.561,379.951,378.863,338.852,412.296,378.724
COL,170.0,17000046.0,17005607.0,-2.4074,2.0,9.0,1.0,0.6387,-0.1002,-0.0881,0.7018,85.78966,490.627,448.191,438.155,539.509,486.241,480.971,494.904,496.534,454.554,494.508
COL,170.0,17000039.0,17005608.0,-3.0983,2.0,11.0,,,,,,83.668,331.398,348.666,266.491,313.819,296.133,321.766,331.656,276.833,317.682,305.681
COL,170.0,17000219.0,17005609.0,-1.6555,2.0,10.0,0.0,-0.1114,-0.5635,-0.6285,-0.4588,44.67636,421.589,448.55,385.311,415.784,426.324,473.092,441.368,430.896,427.575,438.47
COL,170.0,17000008.0,17005610.0,-2.081,2.0,8.0,1.0,0.7331,1.5558,1.1984,1.8878,78.63981,354.589,379.741,425.729,384.925,368.446,363.127,376.672,360.003,353.146,411.355
COL,170.0,17000083.0,17005611.0,-1.217,1.0,10.0,0.0,-0.1126,1.5558,-1.1647,-0.3117,21.06733,376.387,405.628,391.522,451.408,388.334,412.22,483.063,450.216,418.907,339.681
COL,170.0,17000264.0,17005612.0,-1.0561,2.0,7.0,1.0,-0.1114,-1.0693,0.3169,0.5094,89.77006,510.145,458.297,457.612,453.644,430.2,414.33,469.109,477.035,416.39,421.338
COL,170.0,17000180.0,17005613.0,-1.7994,2.0,8.0,1.0,1.831,1.5558,-0.5857,-0.5279,74.07708,360.428,292.798,319.04,369.729,359.803,336.728,331.578,319.563,316.403,364.703
COL,170.0,17000024.0,17005615.0,-2.6357,2.0,9.0,,,,,,78.79229,375.182,354.733,334.254,367.903,331.255,303.89,313.066,315.627,366.06,327.007
COL,170.0,17000094.0,17005616.0,-1.0167,2.0,8.0,1.0,0.3552,-2.9095,0.3188,2.2946,53.60743,258.929,343.425,358.309,360.836,330.528,311.291,323.813,327.702,362.455,321.051
COL,170.0,17000196.0,17005617.0,0.3886,1.0,11.0,0.0,0.1085,1.5558,-2.1897,1.4351,83.74074,408.983,425.922,439.33,407.565,437.317,432.365,488.524,403.076,426.344,399.535
COL,170.0,17000222.0,17005618.0,-0.0124,1.0,9.0,1.0,0.6387,0.1475,-0.1485,-0.1178,41.99703,406.699,429.847,410.338,380.288,415.856,431.319,406.751,435.589,444.895,442.895
COL,170.0,17000041.0,17005619.0,-0.5348,1.0,11.0,0.0,-0.1254,1.5558,0.693,2.3343,79.98136,378.461,413.257,418.1,400.149,423.618,402.763,396.191,422.515,435.37,451.942
COL,170.0,17000222.0,17005622.0,-0.6411,1.0,9.0,1.0,-0.521,-0.5635,-0.1636,0.2381,41.99703,378.221,411.157,374.181,384.067,404.832,408.983,381.564,390.984,370.405,368.628
COL,170.0,17000146.0,17005623.0,-2.241,1.0,7.0,0.0,-2.3769,1.5558,,,90.40362,280.563,327.016,299.046,287.853,296.475,286.662,287.263,298.741,281.914,260.14
COL,170.0,17000198.0,17005624.0,-1.6132,1.0,10.0,0.0,0.9297,0.8211,0.6582,1.7615,62.30217,410.54,436.451,389.03,408.266,437.313,428.029,409.774,410.803,392.076,392.742
COL,170.0,17000200.0,17005625.0,-1.3426,1.0,11.0,0.0,-0.0522,1.5558,-0.8291,0.1676,151.7817,468.893,404.08,417.944,434.993,381.416,426.294,412.576,406.38,384.596,448.174
COL,170.0,17000197.0,17005627.0,-1.3516,2.0,11.0,0.0,-0.1219,-1.0693,-0.6752,-0.1472,76.66284,321.665,345.331,396.509,375.195,349.924,353.32,362.844,358.847,367.649,342.659
COL,170.0,17000088.0,17005628.0,-1.4308,2.0,11.0,0.0,-0.0522,-0.5635,0.4413,0.0505,45.0802,479.952,462.698,507.534,496.581,478.016,527.823,549.506,479.159,506.943,533.843
COL,170.0,17000055.0,17005629.0,-1.4391,2.0,11.0,0.0,0.3494,-0.1002,0.3501,0.4823,73.23003,499.876,499.65,466.682,495.024,470.583,522.276,503.775,545.516,457.323,516.861
COL,170.0,17000015.0,17005630.0,0.4735,2.0,9.0,1.0,-0.1254,-1.0693,0.3616,0.5512,80.64683,357.887,291.775,290.599,303.75,299.801,280.742,304.026,238.103,308.491,264.361
COL,170.0,17000057.0,17005631.0,1.3915,2.0,10.0,0.0,-0.669,0.8211,0.1458,0.277,73.08299,572.585,591.95,553.406,606.1,542.754,525.251,553.566,587.848,550.241,614.825
COL,170.0,17000027.0,17005633.0,-0.4548,1.0,10.0,0.0,1.1405,0.4357,0.4709,0.434,19.72939,440.197,421.696,414.721,428.223,396.172,418.639,429.737,383.93,420.523,387.223
COL,170.0,17000060.0,17005634.0,-2.1214,2.0,10.0,,,,,,46.76052,326.613,342.995,333.452,310.743,332.287,311.923,333.292,308.428,315.619,318.49
COL,170.0,17000248.0,17005635.0,0.3028,1.0,11.0,0.0,0.1777,-1.0693,-0.1988,-0.3693,46.6535,488.577,447.086,420.905,427.311,472.483,445.272,458.033,449.659,460.315,423.393
COL,170.0,17000204.0,17005636.0,-2.1437,2.0,9.0,1.0,,,,,120.3874,362.78,363.191,320.231,387.567,358.922,385.244,328.78,363.276,367.439,367.819
COL,170.0,17000184.0,17005637.0,0.0081,1.0,11.0,0.0,0.9297,0.1475,-0.0174,0.2974,42.18219,493.14,485.991,474.54,449.53,475.774,475.24,487.602,482.557,456.492,452.446
COL,170.0,17000172.0,17005638.0,-3.1129,2.0,9.0,,,,,,89.43963,304.838,271.308,284.066,310.61,343.362,276.879,275.263,309.405,302.747,312.293
COL,170.0,17000128.0,17005639.0,-1.3792,2.0,10.0,0.0,-0.0787,1.5558,-0.0681,0.2572,76.56935,297.93,351.312,322.457,344.288,335.541,313.276,326.585,365.93,376.479,314.831
COL,170.0,17000041.0,17005640.0,-0.8478,2.0,10.0,0.0,,,,,76.58805,352.33,348.577,360.291,336.52,313.978,313.093,324.041,385.561,352.544,341.799
COL,170.0,17000161.0,17005641.0,1.1222,1.0,10.0,0.0,1.0345,-0.3322,-2.0903,-0.6461,39.54363,444.07,453.068,490.073,488.987,491.479,478.216,460.176,449.679,479.661,446.045
COL,170.0,17000254.0,17005642.0,-1.0692,1.0,10.0,0.0,0.488,1.5558,0.6354,0.9907,49.69377,438.016,449.387,441.271,461.447,424.674,432.529,446.758,446.234,393.507,407.522
COL,170.0,17000022.0,17005643.0,-2.321,1.0,11.0,0.0,-0.5288,-0.5635,2.4364,2.4436,88.73002,369.543,337.978,359.136,317.505,353.404,302.535,341.808,344.882,328.235,361.618
COL,170.0,17000168.0,17005644.0,-0.7192,1.0,10.0,0.0,-0.5252,-0.1002,0.5355,-0.2358,79.77638,481.953,487.952,476.795,489.627,428.194,450.803,445.844,404.21,471.7,498.389
COL,170.0,17000043.0,17005646.0,-1.2561,2.0,11.0,0.0,-0.3243,1.5558,-2.46,2.2661,62.78033,356.777,377.559,383.218,366.058,321.998,381.387,355.03,395.393,330.3,323.02
COL,170.0,17000146.0,17005648.0,,1.0,9.0,,,,,,90.40362,362.806,360.476,352.054,371.807,375.952,411.835,378.044,379.774,435.186,411.82
COL,170.0,17000190.0,17005649.0,-0.1442,2.0,10.0,0.0,-0.808,-0.8059,-0.8629,0.1827,77.62863,392.62,328.342,348.605,368.413,335.416,368.397,294.525,351.29,371.995,294.612
COL,170.0,17000092.0,17005651.0,-1.636,1.0,10.0,1.0,0.1201,-0.5635,-0.056,0.0278,30.08369,516.976,472.716,495.456,534.752,500.683,492.775,495.134,512.933,509.377,471.339
COL,170.0,17000225.0,17005652.0,-3.0966,2.0,11.0,0.0,0.1201,1.5558,-0.4636,-0.1891,80.75022,406.354,490.453,439.844,454.249,458.49,456.939,404.285,460.016,431.839,429.841
COL,170.0,17000145.0,17005653.0,,1.0,7.0,,,,,,192.9855,312.144,329.827,343.826,330.109,388.648,343.183,312.024,349.516,354.647,332.578
COL,170.0,17000198.0,17005654.0,-1.1492,1.0,9.0,1.0,0.163,1.5558,0.9088,1.7658,64.61896,333.312,320.344,340.089,341.929,311.22,364.925,364.172,314.31,284.486,323.323
COL,170.0,17000135.0,17005655.0,-1.0969,1.0,10.0,0.0,0.4477,-0.3322,-0.2331,-0.8661,45.87268,424.983,449.97,475.584,423.309,414.78,453.094,390.185,434.624,445.721,461.933
COL,170.0,17000133.0,17005656.0,-1.2014,1.0,11.0,0.0,,,,,75.63499,373.378,333.406,370.473,310.988,317.18,352.294,289.6,361.142,373.394,320.73
COL,170.0,17000155.0,17005657.0,0.2947,1.0,10.0,0.0,0.3521,-0.5635,-0.2319,0.3567,92.99979,517.596,507.635,521.618,544.271,531.092,537.117,546.391,516.56,528.426,521.993
COL,170.0,17000207.0,17005658.0,-1.1382,2.0,10.0,0.0,1.8365,-0.1002,-0.1288,2.4078,61.38186,406.895,392.357,344.18,424.579,390.126,361.891,373.315,419.672,356.896,403.8
COL,170.0,17000017.0,17005659.0,0.6831,2.0,11.0,0.0,0.4375,0.8211,0.4344,0.8025,44.02739,526.322,469.563,516.9,536.589,474.676,539.909,431.793,473.076,501.479,519.675
COL,170.0,17000015.0,17005660.0,-0.3242,1.0,11.0,0.0,0.6387,,,,74.97706,368.054,377.727,342.95,356.53,380.423,377.805,312.855,360.766,334.456,320.354
COL,170.0,17000058.0,17005662.0,0.5459,2.0,8.0,1.0,-0.8697,-0.3322,-0.0053,,71.96985,270.517,299.526,340.591,326.048,295.327,285.353,310.705,286.259,300.063,358.245
COL,170.0,17000163.0,17005663.0,-1.6761,1.0,8.0,1.0,-1.1246,-0.1002,0.6673,0.8039,235.1951,357.512,419.028,384.405,390.025,350.498,350.004,365.705,355.342,360.842,351.085
COL,170.0,17000258.0,17005664.0,-1.2385,1.0,10.0,1.0,-0.3444,-1.3627,0.5491,0.6183,22.61419,372.037,375.92,364.253,359.386,388.018,395.885,412.233,400.761,388.1,349.142
COL,170.0,17000172.0,17005666.0,-2.2424,1.0,10.0,0.0,,,,,77.71957,327.406,368.277,293.357,324.206,336.05,339.581,313.898,361.699,362.977,255.736
COL,170.0,17000042.0,17005667.0,0.4498,1.0,11.0,0.0,-1.2107,-0.1002,-0.6328,-1.002,75.79026,335.836,381.541,314.764,295.535,327.636,300.62,321.552,358.045,335.447,305.086
COL,170.0,17000167.0,17005668.0,-0.0604,2.0,11.0,0.0,-0.3364,1.5558,-0.8589,-0.4087,90.57564,404.184,424.094,394.752,410.624,397.153,395.341,396.413,430.62,434.658,375.511
COL,170.0,17000180.0,17005669.0,0.708,2.0,9.0,1.0,,,,,74.07708,448.22,451.334,382.234,452.452,386.617,398.94,407.59,464.271,377.719,401.995
COL,170.0,17000189.0,17005670.0,-0.6486,1.0,10.0,1.0,-0.1361,1.5558,1.1622,0.9239,54.17215,366.993,325.912,356.54,390.928,378.161,338.145,371.437,334.601,332.772,324.031
COL,170.0,17000197.0,17005671.0,-2.3144,2.0,10.0,0.0,-1.0068,-0.5635,0.4876,0.926,76.66284,431.131,439.616,436.48,423.529,431.44,406.518,407.914,469.501,417.553,424.656
COL,170.0,17000237.0,17005672.0,,2.0,7.0,,,,,,84.46349,349.781,299.655,314.757,293.007,312.965,290.774,307.143,334.802,261.414,324.161
COL,170.0,17000205.0,17005673.0,-1.9776,2.0,10.0,1.0,-0.3586,-0.1002,1.5797,1.9123,65.55899,332.327,304.368,381.613,306.701,254.888,325.691,325.368,327.918,403.012,309.835
COL,170.0,17000108.0,17005674.0,-2.2741,2.0,9.0,1.0,-0.8539,1.5558,2.0098,1.3214,88.37094,352.956,287.544,277.376,304.548,286.265,305.703,281.678,267.76,333.597,293.43
COL,170.0,17000057.0,17005675.0,1.237,2.0,10.0,1.0,-0.3312,-2.9095,0.1896,-0.2081,73.08299,473.535,461.366,437.513,456.614,461.272,462.114,452.393,464.929,454.427,464.047
COL,170.0,17000124.0,17005676.0,-2.6052,2.0,8.0,1.0,1.1609,1.5558,0.5302,1.5318,74.73849,373.519,387.112,375.753,400.61,379.588,386.828,366.007,319.471,357.017,359.453
COL,170.0,17000031.0,17005678.0,0.2098,1.0,11.0,0.0,0.4375,0.8211,-0.0164,0.6055,67.77607,384.159,368.889,326.465,399.598,322.654,311.826,309.706,306.344,330.44,314.31
COL,170.0,17000238.0,17005679.0,-2.3714,1.0,10.0,1.0,0.3894,1.5558,-0.0066,-0.0036,33.82946,304.816,311.102,336.831,328.792,302.071,297.69,362.596,283.471,335.512,303.721
COL,170.0,17000076.0,17005680.0,0.07,2.0,10.0,0.0,-0.3312,-1.0693,-0.1742,0.2239,156.731,527.176,549.67,551.283,501.436,501.558,523.079,527.914,541.546,544.327,485.189
COL,170.0,17000095.0,17005682.0,0.2087,2.0,10.0,0.0,-0.0903,-0.3322,-0.3807,-0.0372,83.13634,455.877,511.432,463.204,471.145,472.787,459.31,487.005,422.152,424.27,505.875
COL,170.0,17000103.0,17005683.0,-0.628,1.0,9.0,1.0,0.3552,-0.1002,-0.8146,-0.68,47.21685,291.583,347.376,323.041,304.938,305.159,261.949,336.134,324.926,303.214,294.963
COL,170.0,17000262.0,17005684.0,0.313,2.0,10.0,1.0,0.793,0.8211,-0.5178,-1.064,46.23346,397.938,380.344,374.928,354.254,321.226,405.03,397.391,393.896,349.841,440.363
COL,170.0,17000047.0,17005685.0,0.155,2.0,10.0,1.0,0.7487,-0.1002,-0.7805,-0.6203,78.77538,330.238,292.632,383.061,262.789,279.022,275.521,275.496,266.301,351.187,337.963
COL,170.0,17000005.0,17005686.0,1.06,2.0,10.0,0.0,1.0086,1.5558,,,69.81654,563.73,531.488,561.227,574.366,524.276,570.774,520.764,502.57,544.926,559.656
